,id,price1
112,19011,654.0
113,18577,502.0
114,3555,610.0
115,15716,455.0
116,20324,502.0
117,18654,2060.0
118,8184,342.0
119,4349,309.0
120,13737,293.0
121,10749,455.0
122,19921,455.0
123,15467,569.0
124,10725,383.0
125,18354,455.0
126,153,509.0
127,8961,654.0
128,501,455.0
129,18332,244.0
130,4068,654.0
131,13206,502.0
132,15926,588.0
133,20705,346.0
134,15433,455.0
135,16477,513.0
136,15608,509.0
137,4957,293.0
138,9095,509.0
139,12618,455.0
140,17259,293.0
141,6906,383.0
142,20713,333.0
143,15305,588.0
144,5370,455.0
145,20079,455.0
146,5574,383.0
147,8049,266.0
148,3493,2576.0
149,7390,588.0
150,12996,455.0
151,150,448.0
152,7941,455.0
153,16993,455.0
154,18502,513.0
155,1046,383.0
156,17121,455.0
157,15629,642.0
158,18932,513.0
159,8131,455.0
160,6926,455.0
161,11131,502.0
162,10941,383.0
163,12030,455.0
164,17959,513.0
165,14464,493.0
166,18288,312.0
167,17404,1032.0
168,930,2139.0
169,10001,509.0
170,7044,2701.0
171,17375,455.0
172,13231,346.0
173,3147,950.0
174,4856,513.0
175,14757,550.0
176,14918,502.0
177,10947,293.0
178,17853,455.0
179,6359,900.0
180,14331,588.0
181,6111,410.0
182,20276,2549.0
183,10660,1885.0
184,4222,455.0
185,20592,513.0
186,1023,2139.0
187,14844,455.0
188,11145,588.0
189,12578,502.0
190,8668,309.0
191,18474,451.0
192,9807,383.0
193,15911,550.0
194,3721,950.0
195,19353,900.0
196,17362,455.0
197,11120,502.0
198,18867,383.0
199,17178,309.0
200,6879,410.0
201,4802,383.0
202,15451,293.0
203,15857,455.0
204,3179,654.0
205,7258,410.0
206,6247,518.0
207,14378,532.0
208,9308,1147.0
209,8879,383.0
210,9484,502.0
211,7676,588.0
212,14419,654.0
213,19097,309.0
214,168,1885.0
215,4427,293.0
216,12771,530.0
217,17299,455.0
218,5118,455.0
219,12040,509.0
220,13747,530.0
221,18751,455.0
222,5227,509.0
223,12100,756.0
224,17604,455.0
225,1218,455.0
226,18775,333.0
227,10853,244.0
228,3168,383.0
229,14636,309.0
230,7927,309.0
231,17035,421.0
232,8762,455.0
233,2152,455.0
234,17152,309.0
235,9824,309.0
236,8142,2828.0
237,15932,550.0
238,1141,410.0
239,17330,4198.0
240,19889,383.0
241,4915,569.0
242,693,530.0
243,14449,448.0
244,1975,455.0
245,4055,455.0
246,13336,455.0
247,15678,550.0
248,8491,513.0
249,15115,309.0
250,14146,455.0
251,19296,448.0
252,13281,455.0
253,20363,385.0
254,13879,333.0
255,7859,309.0
256,18819,455.0
257,3538,493.0
258,13185,309.0
259,10595,455.0
260,857,550.0
261,7654,455.0
262,12429,502.0
263,18200,455.0
264,9710,455.0
265,12240,654.0
266,2939,293.0
267,120,383.0
268,11548,950.0
269,5261,1576.0
270,5598,455.0
271,7679,532.0
272,1820,502.0
273,3259,574.0
274,623,342.0
275,10503,455.0
276,9267,455.0
277,16624,592.0
278,20850,588.0
279,9821,455.0
280,4693,455.0
281,14824,546.0
282,14096,588.0
283,6149,421.0
284,6373,502.0
285,12989,588.0
286,5547,513.0
287,5420,2268.0
288,2058,1032.0
289,20958,513.0
290,13945,849.0
291,6245,455.0
292,15624,333.0
293,13317,293.0
294,1802,455.0
295,18216,383.0
296,17276,455.0
297,10247,455.0
298,9532,1463.0
299,1568,421.0
300,13427,550.0
301,12689,309.0
302,9955,588.0
303,8860,509.0
304,9425,421.0
305,19772,642.0
306,5233,1191.0
307,12556,530.0
308,11977,333.0
309,17523,610.0
310,4760,849.0
311,17714,455.0
312,12022,266.0
313,9905,4814.0
314,205,385.0
315,11438,309.0
316,13352,502.0
317,17203,455.0
318,650,383.0
319,11186,3553.0
320,6485,455.0
321,17370,2458.0
322,19084,455.0
323,6484,546.0
324,5341,383.0
325,8138,654.0
326,8708,509.0
327,6397,588.0
328,12836,455.0
329,12251,333.0
330,17860,266.0
331,2181,502.0
332,19757,530.0
333,143,455.0
334,13111,502.0
335,7723,756.0
336,13060,455.0
337,7508,502.0
338,12366,448.0
339,10779,530.0
340,11653,455.0
341,13751,455.0
342,15564,455.0
343,11454,293.0
344,10572,654.0
345,5140,455.0
346,1523,448.0
347,20160,950.0
348,9103,455.0
349,14595,2576.0
350,9727,513.0
351,7265,455.0
352,15253,502.0
353,15590,950.0
354,9682,342.0
355,15271,455.0
356,18032,455.0
357,14029,455.0
358,8552,455.0
359,15074,455.0
360,11288,266.0
361,20607,1999.0
362,1184,455.0
363,1651,455.0
364,7177,385.0
365,1834,266.0
366,17391,2576.0
367,9564,455.0
368,17589,455.0
369,2022,455.0
370,1552,513.0
371,7158,513.0
372,7311,309.0
373,20026,455.0
374,16405,2060.0
375,17235,455.0
376,15558,530.0
377,8468,530.0
378,7424,513.0
379,7307,3126.0
380,18602,1205.0
381,7421,383.0
382,2801,333.0
383,6154,266.0
384,3296,385.0
385,8568,530.0
386,9285,293.0
387,16978,455.0
388,17817,1257.0
389,7127,849.0
390,6890,382.0
391,3057,455.0
392,10994,509.0
393,10840,455.0
394,14037,849.0
395,9685,455.0
396,14404,455.0
397,9165,383.0
398,6006,293.0
399,5819,333.0
400,8709,383.0
401,18154,502.0
402,808,455.0
403,9059,502.0
404,15285,455.0
405,2081,2268.0
406,17823,382.0
407,15500,849.0
408,1068,530.0
409,9008,455.0
410,4204,421.0
411,6919,1795.0
412,12720,569.0
413,15904,509.0
414,5606,309.0
415,8893,513.0
416,12084,309.0
417,7485,383.0
418,11935,513.0
419,17576,309.0
420,10746,513.0
421,426,455.0
422,364,3299.0
423,12415,455.0
424,5546,455.0
425,12801,654.0
426,4203,3126.0
427,12857,309.0
428,3163,266.0
429,20485,2338.0
430,10786,309.0
431,20165,756.0
432,8038,293.0
433,7474,309.0
434,16133,2060.0
435,12048,513.0
436,911,309.0
437,14767,455.0
438,19044,493.0
439,12538,451.0
440,11676,455.0
441,154,333.0
442,4829,1999.0
443,2485,654.0
444,15721,293.0
445,16235,1050.0
446,8337,865.0
447,15320,518.0
448,6963,455.0
449,5470,448.0
450,1262,455.0
451,4487,588.0
452,4409,293.0
453,4027,1429.0
454,2,293.0
455,17707,654.0
456,10810,455.0
457,381,448.0
458,3743,491.0
459,6388,455.0
460,13531,502.0
461,9761,455.0
462,11540,455.0
463,10024,455.0
464,19053,455.0
465,20654,455.0
466,17347,293.0
467,7237,309.0
468,18971,455.0
469,17000,333.0
470,19585,455.0
471,14974,550.0
472,13045,455.0
473,11866,1885.0
474,16764,266.0
475,8099,530.0
476,10714,849.0
477,7537,244.0
478,1828,455.0
479,8170,574.0
480,7499,502.0
481,18825,654.0
482,13661,293.0
483,9501,455.0
484,1706,588.0
485,2739,626.0
486,17997,455.0
487,487,346.0
488,7782,455.0
489,2373,1446.0
490,17478,509.0
491,615,574.0
492,3741,410.0
493,14957,493.0
494,430,455.0
495,2007,309.0
496,17652,455.0
497,18160,435.0
498,8735,513.0
499,18121,849.0
500,4125,2701.0
501,6897,342.0
502,16646,383.0
503,13731,513.0
504,4524,455.0
505,14108,1191.0
506,17782,502.0
507,7382,530.0
508,11839,455.0
509,15281,244.0
510,14840,849.0
511,17682,455.0
512,9898,448.0
513,18766,455.0
514,13555,756.0
515,3798,309.0
516,9207,455.0
517,10862,455.0
518,10624,455.0
519,10905,383.0
520,19255,502.0
521,18233,513.0
522,4872,455.0
523,9626,383.0
524,13113,509.0
525,18793,455.0
526,15019,455.0
527,7970,293.0
528,6346,798.0
529,3287,513.0
530,9179,684.0
531,5523,1077.0
532,3676,455.0
533,5772,455.0
534,18087,455.0
535,8476,455.0
536,3375,654.0
537,14759,455.0
538,13247,530.0
539,20691,383.0
540,17700,266.0
541,4998,451.0
542,8528,455.0
543,2700,502.0
544,14012,455.0
545,7375,455.0
546,12102,530.0
547,7804,610.0
548,13608,849.0
549,11052,385.0
550,13933,455.0
551,9043,293.0
552,14417,455.0
553,13488,805.0
554,13607,513.0
555,950,1885.0
556,20644,2133.0
557,6002,3126.0
558,18246,956.0
559,10561,309.0
560,7439,266.0
561,20636,309.0
562,11782,569.0
563,8554,1795.0
564,6651,588.0
565,11948,455.0
566,17885,263.0
567,20649,2139.0
568,20433,293.0
569,14405,600.0
570,1959,569.0
571,17026,2121.0
572,10442,312.0
573,12912,502.0
574,18348,410.0
575,17934,2696.0
576,8428,309.0
577,6200,455.0
578,10687,513.0
579,16547,1205.0
580,5778,309.0
581,18683,2622.0
582,19052,1278.0
583,18688,513.0
584,18266,574.0
585,4292,865.0
586,719,530.0
587,18846,2576.0
588,12644,455.0
589,17614,455.0
590,20756,530.0
591,1408,455.0
592,19075,455.0
593,11681,502.0
594,10488,455.0
595,17223,550.0
596,10992,455.0
597,19379,2275.0
598,10896,309.0
599,18871,266.0
600,2815,455.0
601,18307,455.0
602,19536,383.0
603,12667,4152.0
604,16623,448.0
605,1628,455.0
606,17431,588.0
607,7934,333.0
608,12817,383.0
609,5156,610.0
610,6588,455.0
611,14847,530.0
612,1775,530.0
613,19167,849.0
614,2929,455.0
615,9609,383.0
616,16711,1463.0
617,20594,654.0
618,8202,2060.0
619,4507,383.0
620,1944,513.0
621,18003,448.0
622,14287,3366.0
623,2224,333.0
624,6178,455.0
625,6267,950.0
626,10508,421.0
627,8089,448.0
628,3450,491.0
629,14507,455.0
630,18783,266.0
631,15726,900.0
632,20260,455.0
633,10638,455.0
634,10414,509.0
635,19375,502.0
636,1902,588.0
637,13834,532.0
638,11807,2751.0
639,741,448.0
640,10497,455.0
641,12241,1752.0
642,4714,455.0
643,8258,2060.0
644,13588,1191.0
645,17446,383.0
646,732,1399.0
647,3326,2275.0
648,12012,309.0
649,5688,435.0
650,13342,455.0
651,6583,448.0
652,4774,900.0
653,6026,293.0
654,7111,502.0
655,15353,455.0
656,18425,588.0
657,2368,382.0
658,10979,455.0
659,7717,385.0
660,1576,309.0
661,7154,588.0
662,15871,455.0
663,18659,455.0
664,3162,455.0
665,5694,502.0
666,11042,509.0
667,7370,313.0
668,5218,455.0
669,7190,513.0
670,9020,2268.0
671,19313,455.0
672,5550,588.0
673,4359,455.0
674,17103,448.0
675,4795,2139.0
676,8197,309.0
677,2953,455.0
678,10716,1999.0
679,3746,509.0
680,14973,588.0
681,20578,849.0
682,1564,1684.0
683,5424,756.0
684,12116,455.0
685,20085,333.0
686,3762,293.0
687,2406,293.0
688,19657,382.0
689,7855,410.0
690,16586,502.0
691,9799,455.0
692,11444,266.0
693,11800,502.0
694,3107,1147.0
695,20285,1050.0
696,9080,509.0
697,6635,509.0
698,17395,383.0
699,12184,610.0
700,17100,293.0
701,16148,1050.0
702,7903,455.0
703,12608,956.0
704,666,530.0
705,18100,513.0
706,14717,383.0
707,13324,455.0
708,14189,383.0
709,3461,2060.0
710,19775,1885.0
711,4075,309.0
712,19111,455.0
713,7551,244.0
714,20848,309.0
715,9140,724.0
716,6740,455.0
717,15578,448.0
718,14791,383.0
719,16497,530.0
720,13686,950.0
721,20762,455.0
722,2364,309.0
723,12545,455.0
724,10225,1053.0
725,13221,266.0
726,14812,266.0
727,16530,385.0
728,315,383.0
729,6953,383.0
730,4723,1053.0
731,17802,588.0
732,11484,4859.0
733,1874,333.0
734,4649,293.0
735,18207,509.0
736,4386,455.0
737,6434,513.0
738,3069,455.0
739,15930,513.0
740,14733,451.0
741,3883,455.0
742,9445,455.0
743,2352,588.0
744,9247,421.0
745,15399,293.0
746,18039,513.0
747,15398,743.0
748,15033,448.0
749,4934,513.0
750,3224,455.0
751,18343,1952.0
752,10785,530.0
753,12486,2355.0
754,17587,455.0
755,11340,333.0
756,9742,455.0
757,5505,455.0
758,20423,293.0
759,15009,455.0
760,8734,455.0
761,2263,455.0
762,136,530.0
763,12916,455.0
764,3873,448.0
765,11464,455.0
766,4512,455.0
767,6069,448.0
768,18268,421.0
769,14624,610.0
770,10060,309.0
771,17500,588.0
772,1898,293.0
773,448,383.0
774,18279,502.0
775,11814,455.0
776,5878,309.0
777,20559,610.0
778,95,530.0
779,11020,502.0
780,20380,455.0
781,3868,2139.0
782,8365,569.0
783,17476,455.0
784,11208,455.0
785,3037,313.0
786,8940,509.0
787,2491,455.0
788,2404,654.0
789,20204,333.0
790,11037,1626.0
791,3814,2355.0
792,6838,1885.0
793,4456,309.0
794,4646,455.0
795,15179,1885.0
796,18208,293.0
797,10478,455.0
798,17102,3126.0
799,20097,448.0
800,18990,550.0
801,18569,1032.0
802,11445,383.0
803,20948,455.0
804,16346,588.0
805,12943,455.0
806,18835,455.0
807,1589,455.0
808,13127,455.0
809,11731,455.0
810,937,1889.0
811,7788,2576.0
812,8664,293.0
813,8067,383.0
814,1779,588.0
815,9520,509.0
816,6943,550.0
817,13212,513.0
818,8456,2576.0
819,14297,266.0
820,9677,455.0
821,19908,4026.0
822,11764,513.0
823,13543,455.0
824,15722,455.0
825,1989,333.0
826,11105,455.0
827,13906,513.0
828,20739,266.0
829,8778,1077.0
830,6720,530.0
831,15000,293.0
832,2021,1680.0
833,14950,1885.0
834,16974,263.0
835,9174,455.0
836,10376,509.0
837,16875,480.0
838,20791,588.0
839,1495,513.0
840,14807,333.0
841,17196,550.0
842,3126,309.0
843,224,266.0
844,4431,455.0
845,17635,266.0
846,10562,509.0
847,18993,1191.0
848,16661,509.0
849,8248,293.0
850,13296,455.0
851,14649,1576.0
852,5229,1915.0
853,870,480.0
854,8417,509.0
855,18408,588.0
856,10985,385.0
857,14380,1885.0
858,1533,569.0
859,17366,3553.0
860,4062,684.0
861,11915,509.0
862,12151,530.0
863,10307,455.0
864,15813,513.0
865,2557,509.0
866,10761,1795.0
867,11718,455.0
868,16459,266.0
869,15032,1195.0
870,5471,455.0
871,19998,1056.0
872,18633,293.0
873,16221,455.0
874,9290,451.0
875,10743,509.0
876,5266,2275.0
877,14926,309.0
878,13230,455.0
879,15913,266.0
880,9147,455.0
881,9818,513.0
882,14995,1496.0
883,6422,293.0
884,15945,2271.0
885,17358,293.0
886,6020,455.0
887,9120,546.0
888,13362,956.0
889,7543,684.0
890,13076,4643.0
891,10332,513.0
892,1861,293.0
893,14118,455.0
894,12920,455.0
895,17466,342.0
896,13515,455.0
897,8717,1795.0
898,20453,455.0
899,3021,293.0
900,16358,455.0
901,601,421.0
902,5659,480.0
903,3214,455.0
904,14901,333.0
905,5559,455.0
906,4572,455.0
907,2866,309.0
908,16079,588.0
909,4661,513.0
910,5125,266.0
911,2762,626.0
912,6515,293.0
913,12736,455.0
914,10483,610.0
915,15443,333.0
916,13449,569.0
917,2577,626.0
918,18251,293.0
919,5512,1885.0
920,18184,513.0
921,17022,383.0
922,7408,2268.0
923,11195,455.0
924,7798,455.0
925,14413,1191.0
926,18543,509.0
927,8973,684.0
928,14726,382.0
929,13668,455.0
930,15631,383.0
931,1417,2576.0
932,14360,502.0
933,15657,502.0
934,11428,1446.0
935,12915,455.0
936,10781,455.0
937,16938,455.0
938,14497,2576.0
939,10410,849.0
940,8210,530.0
941,16391,266.0
942,10635,448.0
943,11984,455.0
944,11768,900.0
945,10128,654.0
946,5248,293.0
947,17386,455.0
948,9322,950.0
949,4372,448.0
950,1203,455.0
951,17749,266.0
952,14161,455.0
953,1584,455.0
954,5954,480.0
955,12217,309.0
956,3531,455.0
957,16022,1885.0
958,9920,448.0
959,7151,1032.0
960,15096,309.0
961,10731,455.0
962,1671,455.0
963,7975,518.0
964,3374,309.0
965,20089,2003.0
966,15046,309.0
967,8375,1446.0
968,18434,849.0
969,12944,1573.0
970,18201,455.0
971,14654,513.0
972,8846,383.0
973,19426,455.0
974,3002,588.0
975,16898,383.0
976,12381,455.0
977,5403,410.0
978,10636,455.0
979,17657,502.0
980,5906,574.0
981,20124,455.0
982,5467,342.0
983,15521,455.0
984,69,421.0
985,20890,2268.0
986,10868,455.0
987,583,385.0
988,10035,502.0
989,11101,530.0
990,428,530.0
991,5356,455.0
992,3399,455.0
993,4782,455.0
994,17495,342.0
995,10586,455.0
996,10653,455.0
997,16097,1437.0
998,16841,550.0
999,4995,865.0
1000,642,455.0
1001,4535,455.0
1002,19798,312.0
1003,13801,849.0
1004,17177,309.0
1005,10682,950.0
1006,20807,266.0
1007,9953,266.0
1008,6830,342.0
1009,6626,333.0
1010,14393,513.0
1011,11830,1752.0
1012,8703,263.0
1013,1541,455.0
1014,15169,509.0
1015,9246,455.0
1016,11356,455.0
1017,17931,493.0
1018,4071,383.0
1019,15967,684.0
1020,14434,1077.0
1021,18395,448.0
1022,12054,312.0
1023,7978,455.0
1024,3998,480.0
1025,844,333.0
1026,9917,455.0
1027,789,1195.0
1028,4380,312.0
1029,17154,502.0
1030,12305,569.0
1031,10217,588.0
1032,15029,455.0
1033,18588,266.0
1034,15108,546.0
1035,4398,530.0
1036,20298,421.0
1037,8637,762.0
1038,7803,455.0
1039,2234,530.0
1040,18852,798.0
1041,4917,550.0
1042,17300,455.0
1043,6672,383.0
1044,4035,509.0
1045,906,1795.0
1046,10733,1077.0
1047,18020,532.0
1048,9656,756.0
1049,16982,530.0
1050,16418,455.0
1051,7305,610.0
1052,14375,731.0
1053,19926,1752.0
1054,1192,550.0
1055,4373,530.0
1056,20095,530.0
1057,17288,956.0
1058,19227,346.0
1059,12811,455.0
1060,11345,642.0
1061,8577,455.0
1062,13321,1795.0
1063,9861,383.0
1064,738,530.0
1065,11672,2060.0
1066,19516,455.0
1067,12511,455.0
1068,7145,455.0
1069,17837,455.0
1070,17209,1195.0
1071,1657,244.0
1072,3384,383.0
1073,11526,1032.0
1074,16394,455.0
1075,18417,455.0
1076,20418,2133.0
1077,5176,1147.0
1078,555,724.0
1079,10989,293.0
1080,14880,455.0
1081,1800,1497.0
1082,17094,1752.0
1083,5013,588.0
1084,9176,455.0
1085,16519,1463.0
1086,12873,435.0
1087,9013,2355.0
1088,13103,293.0
1089,6344,455.0
1090,20034,455.0
1091,5940,266.0
1092,19000,2498.0
1093,17586,530.0
1094,8862,493.0
1095,1050,455.0
1096,8823,266.0
1097,15413,293.0
1098,3096,244.0
1099,9433,3126.0
1100,12871,455.0
1101,12540,642.0
1102,2963,532.0
1103,11967,455.0
1104,4236,382.0
1105,17353,293.0
1106,5905,293.0
1107,13596,455.0
1108,394,1496.0
1109,16802,293.0
1110,10281,1191.0
1111,8413,509.0
1112,8791,509.0
1113,6727,480.0
1114,20572,1999.0
1115,18357,455.0
1116,509,383.0
1117,7945,455.0
1118,4242,244.0
1119,13666,513.0
1120,10176,382.0
1121,922,509.0
1122,20814,1056.0
1123,20273,1807.0
1124,17133,455.0
1125,15485,502.0
1126,8300,1752.0
1127,4796,309.0
1128,807,1560.0
1129,14138,1437.0
1130,14198,293.0
1131,11049,455.0
1132,12603,550.0
1133,20417,550.0
1134,9312,455.0
1135,5492,756.0
1136,6511,309.0
1137,8071,2696.0
1138,16034,1795.0
1139,13357,293.0
1140,7088,530.0
1141,7694,502.0
1142,1986,383.0
1143,17129,502.0
1144,8119,455.0
1145,17122,455.0
1146,11802,502.0
1147,3059,455.0
1148,13192,513.0
1149,7120,309.0
1150,10165,383.0
1151,6401,309.0
1152,4969,532.0
1153,329,333.0
1154,6273,1915.0
1155,20767,309.0
1156,3090,532.0
1157,14579,309.0
1158,18980,342.0
1159,12323,309.0
1160,18810,421.0
1161,17398,448.0
1162,5834,385.0
1163,16580,950.0
1164,13150,455.0
1165,17130,383.0
1166,343,455.0
1167,15363,2268.0
1168,31,509.0
1169,10693,293.0
1170,16963,455.0
1171,15850,1463.0
1172,10133,550.0
1173,6309,654.0
1174,8527,421.0
1175,19152,383.0
1176,17648,502.0
1177,10526,509.0
1178,20386,1885.0
1179,10110,509.0
1180,17442,455.0
1181,20870,383.0
1182,11243,178.0
1183,4366,513.0
1184,10037,2498.0
1185,1388,383.0
1186,5963,509.0
1187,7414,455.0
1188,6308,513.0
1189,16837,455.0
1190,19290,509.0
1191,3582,455.0
1192,2556,266.0
1193,13510,900.0
1194,5893,1697.0
1195,13487,383.0
1196,15973,455.0
1197,6692,502.0
1198,13844,333.0
1199,15616,502.0
1200,12198,448.0
1201,6159,455.0
1202,19871,509.0
1203,2725,455.0
1204,16158,550.0
1205,470,1195.0
1206,2702,455.0
1207,15632,455.0
1208,12542,1147.0
1209,10437,502.0
1210,4611,550.0
1211,16822,455.0
1212,19294,293.0
1213,11324,455.0
1214,6970,588.0
1215,10175,448.0
1216,14822,569.0
1217,1833,2581.0
1218,9640,342.0
1219,9476,313.0
1220,2194,293.0
1221,5673,455.0
1222,17385,530.0
1223,641,1560.0
1224,9098,448.0
1225,13575,342.0
1226,20579,530.0
1227,6887,509.0
1228,18403,502.0
1229,17460,455.0
1230,12092,1278.0
1231,7170,455.0
1232,13416,654.0
1233,14954,266.0
1234,316,684.0
1235,5764,383.0
1236,10121,455.0
1237,14026,724.0
1238,6659,550.0
1239,3665,550.0
1240,13956,455.0
1241,20288,383.0
1242,674,574.0
1243,20179,309.0
1244,13764,550.0
1245,19311,435.0
1246,10319,293.0
1247,9049,502.0
1248,2061,455.0
1249,20293,263.0
1250,8646,513.0
1251,11538,448.0
1252,2809,333.0
1253,8722,509.0
1254,17445,293.0
1255,10457,509.0
1256,921,550.0
1257,20788,1191.0
1258,6698,1795.0
1259,14538,455.0
1260,20712,333.0
1261,12747,309.0
1262,535,1195.0
1263,15592,448.0
1264,2878,266.0
1265,15334,455.0
1266,6360,849.0
1267,6942,530.0
1268,5301,588.0
1269,5848,509.0
1270,4721,1195.0
1271,1610,266.0
1272,1015,1147.0
1273,11581,313.0
1274,20931,383.0
1275,13558,455.0
1276,2329,266.0
1277,5917,309.0
1278,5877,849.0
1279,19994,383.0
1280,13527,513.0
1281,17744,455.0
1282,12659,451.0
1283,13916,455.0
1284,7539,1885.0
1285,13249,502.0
1286,12711,383.0
1287,1755,549.0
1288,11128,642.0
1289,12205,383.0
1290,8705,513.0
1291,2232,455.0
1292,18611,266.0
1293,17789,455.0
1294,2494,509.0
1295,5151,309.0
1296,14246,1195.0
1297,12316,654.0
1298,2347,513.0
1299,8964,550.0
1300,16951,448.0
1301,6391,654.0
1302,1359,455.0
1303,19461,309.0
1304,13326,756.0
1305,12248,266.0
1306,14094,309.0
1307,3151,1297.0
1308,11402,502.0
1309,20093,309.0
1310,18520,1274.0
1311,14642,1807.0
1312,4462,455.0
1313,4143,455.0
1314,20601,642.0
1315,1531,266.0
1316,16052,502.0
1317,20359,421.0
1318,7880,455.0
1319,10554,455.0
1320,19335,266.0
1321,6225,509.0
1322,13233,333.0
1323,7790,421.0
1324,13070,448.0
1325,13865,309.0
1326,12704,293.0
1327,9487,530.0
1328,13049,2060.0
1329,7415,455.0
1330,17230,383.0
1331,14134,509.0
1332,6522,293.0
1333,7171,455.0
1334,16012,455.0
1335,6163,455.0
1336,14193,588.0
1337,8238,550.0
1338,17513,455.0
1339,4468,509.0
1340,20810,293.0
1341,14407,518.0
1342,18848,1680.0
1343,18010,513.0
1344,17017,455.0
1345,10423,455.0
1346,17901,756.0
1347,8046,509.0
1348,10436,588.0
1349,12247,455.0
1350,5658,448.0
1351,18698,293.0
1352,18171,480.0
1353,18433,509.0
1354,12237,509.0
1355,17101,309.0
1356,10309,244.0
1357,12283,588.0
1358,14077,1496.0
1359,4958,455.0
1360,3207,309.0
1361,4289,266.0
1362,17571,509.0
1363,4783,588.0
1364,859,448.0
1365,17578,2696.0
1366,3176,588.0
1367,2889,798.0
1368,231,383.0
1369,449,1885.0
1370,7937,266.0
1371,6197,455.0
1372,15612,263.0
1373,181,530.0
1374,18562,588.0
1375,3243,1297.0
1376,14858,244.0
1377,5267,455.0
1378,5892,293.0
1379,16868,448.0
1380,12888,293.0
1381,1189,1191.0
1382,1854,654.0
1383,6039,455.0
1384,3647,724.0
1385,3729,455.0
1386,17340,509.0
1387,5258,455.0
1388,5648,455.0
1389,16339,342.0
1390,10728,1195.0
1391,990,588.0
1392,5894,684.0
1393,11311,266.0
1394,3572,455.0
1395,18586,513.0
1396,1979,950.0
1397,2796,313.0
1398,17787,293.0
1399,11983,455.0
1400,14355,1915.0
1401,1724,455.0
1402,18601,588.0
1403,17813,333.0
1404,8867,502.0
1405,617,383.0
1406,13701,455.0
1407,7604,509.0
1408,18555,455.0
1409,11804,455.0
1410,16121,2139.0
1411,16007,1437.0
1412,7920,309.0
1413,13730,509.0
1414,19654,642.0
1415,14797,455.0
1416,15719,455.0
1417,19944,309.0
1418,4882,1885.0
1419,15333,455.0
1420,10199,513.0
1421,16636,509.0
1422,20938,455.0
1423,15396,509.0
1424,16217,455.0
1425,19827,1488.0
1426,1749,455.0
1427,16980,333.0
1428,15838,313.0
1429,12449,509.0
1430,19260,410.0
1431,13755,509.0
1432,14593,333.0
1433,6870,244.0
1434,19738,455.0
1435,5394,455.0
1436,3544,502.0
1437,8795,455.0
1438,16954,1128.0
1439,5232,382.0
1440,14513,2139.0
1441,5209,383.0
1442,11779,530.0
1443,1265,530.0
1444,12759,513.0
1445,4880,588.0
1446,17124,455.0
1447,20270,244.0
1448,2435,1885.0
1449,363,455.0
1450,18298,2696.0
1451,18924,509.0
1452,14274,513.0
1453,20771,509.0
1454,1481,266.0
1455,12917,448.0
1456,4389,309.0
1457,17283,455.0
1458,5305,2576.0
1459,5217,509.0
1460,20779,509.0
1461,9618,530.0
1462,10588,404.0
1463,2056,455.0
1464,1090,451.0
1465,13982,455.0
1466,13831,383.0
1467,17844,950.0
1468,4791,455.0
1469,10515,342.0
1470,8072,455.0
1471,12568,530.0
1472,12566,455.0
1473,4873,309.0
1474,19331,950.0
1475,6548,4152.0
1476,6045,1885.0
1477,8647,480.0
1478,2639,410.0
1479,11180,455.0
1480,18589,2268.0
1481,17294,309.0
1482,15972,1032.0
1483,352,455.0
1484,8830,244.0
